url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/17541532,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Haase, Robert""",298,224,334,304,298,224,304,334
https://zenodo.org/records/17478160,"""Haase, Robert""",11,7,142,132,11,7,132,142
https://zenodo.org/records/17422917,"""Haase, Robert""",297,240,388,380,297,240,380,388
https://zenodo.org/records/17240205,"""Umlauft, Josefine""",383,373,96,87,383,373,87,96
https://zenodo.org/records/17203260,"""Haase, Robert""",511,450,419,402,313,276,363,377
https://zenodo.org/records/17186869,"""Haase, Robert""",471,411,631,622,356,313,514,520
https://zenodo.org/records/17158770,"""Schott, Philipp and Wolf, Gregor and Welz, Oliver""",26,26,214,203,26,26,203,214
https://zenodo.org/records/17158643,"""Welz, Oliver""",152,112,194,184,152,112,184,194
https://zenodo.org/records/17130780,"""Berger, Mike and Täschner, Matthias and Voigt, Pia""",201,182,165,158,201,182,158,165
https://zenodo.org/records/17116758,"""Haase, Robert""",457,402,918,888,457,402,888,918
https://zenodo.org/records/17093197,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Götze, Luisa""",656,574,559,540,656,574,540,559
https://zenodo.org/records/17102027,"""Haase, Robert""",302,218,239,226,302,218,226,239
https://zenodo.org/records/17085991,"""Haase, Robert""",923,769,926,877,555,439,670,718
https://zenodo.org/records/17053832,"""Haase, Robert""",309,228,400,393,309,228,393,400
https://zenodo.org/records/17017890,"""Haase, Robert""",173,155,253,249,173,155,249,253
https://zenodo.org/records/16894343,"""Haase, Robert""",123,96,150,137,123,96,137,150
https://zenodo.org/records/15858127,"""Haase, Robert""",14124,13406,2381,2242,3516,3281,929,1031
https://zenodo.org/records/15805268,"""Philipp, Schott and Gregor, Wolf and Oliver, Welz""",136,134,277,258,135,133,255,271
https://zenodo.org/records/15805148,"""Center for Scalable Data Analytics and Artificial Intelligence and Oliver, Welz""",252,224,174,159,252,224,159,174
https://zenodo.org/records/15735577,"""Haase, Robert""",786,599,898,814,786,599,814,898
https://zenodo.org/records/15706181,"""Haase, Robert""",757,674,419,400,489,421,303,318
https://zenodo.org/records/15699459,"""Haase, Robert""",1140,1043,675,644,943,864,491,516
https://zenodo.org/records/15654889,"""Taeschner, Matthias and Haase, Robert""",394,343,358,345,394,343,345,358
https://zenodo.org/records/15646539,"""Haase, Robert""",543,455,333,318,482,396,284,297
https://zenodo.org/records/15516022,"""Haase, Robert""",2089,1973,509,487,1603,1508,416,436
https://zenodo.org/records/17669681,"""Haase, Robert""",175,157,261,246,175,157,246,261
https://zenodo.org/records/17163932,"""Achkar, Pierre and Gollub, Tim and Potthast, Martin""",348,328,586,531,348,328,531,586
https://zenodo.org/records/16890132,"""Schröder, Christopher and Müller, Lydia and Niekler, Andreas and Potthast, Martin""",928,917,4133,3986,61,57,806,847
https://zenodo.org/records/15347992,"""Heineking, Sebastian and Zelch, Ines and Potthast, Martin and Hagen, Matthias""",2529,2484,1867,1745,892,883,705,754
https://zenodo.org/records/15270283,"""Heineking, Sebastian and Zelch, Ines and Bevendorff, Janek and Stein, Benno and Hagen, Matthias and Potthast, Martin""",4718,4572,2519,2134,2779,2746,804,1060
https://zenodo.org/records/13860524,"""Gienapp, Lukas and Potthast, Martin and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",5799,4686,1042,1007,867,862,325,337
https://zenodo.org/records/11203881,"""Deckers, Niklas and Peters, Julia and Potthast, Martin""",119,108,634,588,88,77,394,424
https://zenodo.org/records/10628882,"""Akiki, Christopher and Barschel, Hanno and Elstner, Theresa and Fleisch, Till and Franke, Johannes and Fröbe, Maik and Gienapp, Lukas and Gründel, Marlene and Hagen, Matthias and Kucera, Paul and Marschner, Paul and Niederhausen, Tim and Potthast, Martin and Reimer, Jan Heinrich and Scells, Harrisen and Stein, Benno and Weber, Malte and Wild, Dominic""",31776,22756,138,131,31776,22756,131,138
https://zenodo.org/records/10628640,"""Scells, Harrisen and Elstner, Theresa and Fröbe, Maik and Akiki, Christopher and Gienapp, Lukas and Reimer, Jan Heinrich and Hagen, Matthias and Potthast, Martin""",13427,6104,189,186,13427,6104,186,189
https://zenodo.org/records/10036479,"""Wolska, Magdalena and Wiegmann, Matti and Schröder, Christopher and Borchardt, Ole and Stein, Benno and Potthast, Martin""",115,108,561,546,115,108,546,561
https://zenodo.org/records/8383863,"""Matti Wiegmann and Magdalena Wolska and Christopher Schröder and Ole Borchardt and Benno Stein and Martin Potthast""",369,239,1422,1198,56,54,339,374
https://zenodo.org/records/7976807,"""Wiegmann and Wolska and Schröder and Borchardt and Stein and Potthast""",187,161,690,624,185,159,618,684
https://zenodo.org/records/7525482,"""Niklas Deckers and Maik Fröbe and Johannes Kiesel and Gianluca Pandolfo and Christopher Schröder and Benno Stein and Martin Potthast""",317,281,254,242,231,204,165,172
https://zenodo.org/records/6873575,"""Kiesel, Johannes and Potthast, Martin and Stein, Benno""",8119,6608,1545,1475,6510,5096,877,930
https://zenodo.org/records/6873564,"""Potthast, Martin and Gienapp, Lukas and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",5937,4385,1367,1295,705,662,729,779
https://zenodo.org/records/6425595,"""Matti Wiegmann and Michael Vöslke and Martin Potthast and Benno Stein""",79,71,586,567,75,68,563,581
https://zenodo.org/records/5575320,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",0,0,391,354,0,0,354,391
https://zenodo.org/records/5575285,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",570,440,1166,1081,570,440,1081,1166
https://zenodo.org/records/5495793,"""Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",80,75,499,478,80,75,477,498
https://zenodo.org/records/5380989,"""Gregor Wiedemann and Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",206,198,530,498,206,198,498,530
https://zenodo.org/records/5282635,"""Ahmad Dawar Hakimi and Erik Körner and Gregor Wiedemann and Gerhard Heyer and Martin Potthast""",115,113,514,485,114,112,483,512
https://zenodo.org/records/4108196,"""Lars Meyer and Johannes Kiesel and Martin Potthast and Benno Stein""",238,228,327,310,238,228,310,327
https://zenodo.org/records/4064019,"""Kiesel, Johannes and Potthast, Martin and Hagen, Matthias and Kneist, Florian and Stein, Benno""",823160,408007,3187,2984,9380,4179,1124,1221
https://zenodo.org/records/3766985,"""Janek Bevendorff and Khalid Al-Khatib and Martin Potthast and Benno Stein""",956,489,2093,1758,956,489,1755,2090
https://zenodo.org/records/3653834,"""Chen ,Wei-Fan and Syed, Shahbaz and Potthast, Martin and Hagen, Matthias and Stein, Benno""",3209,812,1451,1332,3203,808,1325,1444
https://zenodo.org/records/7520777,"""Mailach, Alina and Siegmund, Norbert""",41,41,375,366,41,41,366,375
